ReviewID,CustomerID,ProductID,ReviewDate,Rating,ReviewText,compound,SentimentCategory
372,28,6,2023-09-04,5,"Excellent product,  highly recommend!",0.7773,Positive
373,28,15,2023-09-11,5,"I love this product, will buy again!",0.6696,Positive
374,28,9,2024-05-13,1,The product stopped working after  a month.,-0.2263,Negative
375,28,20,2024-03-29,3,"Good quality, but could be cheaper.",0.2382,Mixed Positive
376,28,18,2024-09-13,5,The build quality  is impressive.,0.5106,Positive
377,28,8,2024-01-22,5,Customer support was very helpful.,0.6997,Positive
378,28,12,2023-11-29,2,"Average experience, nothing  special.",-0.3089,Negative
379,29,9,2024-08-06,2,"Average experience,  nothing special.",-0.3089,Negative
380,29,6,2023-05-17,5,"Great purchase, very satisfied.",0.8016,Positive
381,29,17,2025-03-05,1,Not worth the money.,-0.1695,Negative
382,29,4,2025-12-02,5,Shipping was fast and  the item was well-packaged.,0.0,Neutral
383,29,5,2024-02-19,5,"I love this product, will  buy again!",0.6696,Positive
384,29,9,2023-09-18,4,Five stars for the quick delivery.,0.0,Neutral
385,29,18,2023-08-29,4,Amazing value for the price.,0.7351,Positive
386,29,9,2023-08-16,5,The build quality  is impressive.,0.5106,Positive
387,29,10,2024-12-23,5,"Excellent product, highly recommend!",0.7773,Positive
388,29,11,2023-01-14,1,I had a bad experience with this product.,-0.5423,Negative
389,29,10,2024-01-13,5,Shipping was fast and the item was well-packaged.,0.0,Neutral
390,29,19,2024-04-20,5,"Great purchase, very satisfied.",0.8016,Positive
391,29,20,2024-05-11,2,"Average experience, nothing special.",-0.3089,Negative
392,29,1,2023-02-22,5,Amazing value for the  price.,0.7351,Positive
393,29,10,2025-06-14,5,"Excellent product, highly recommend!",0.7773,Positive
394,30,2,2024-12-20,4,The quality is top-notch.,0.0,Neutral
395,30,4,2025-04-18,5,Customer support was very helpful.,0.6997,Positive
396,30,5,2024-01-21,2,I had a bad experience with this product.,-0.5423,Negative
397,30,20,2024-12-04,1,Disappointed with the  performance.,-0.4767,Negative
398,30,12,2023-06-03,1,The product stopped working  after a month.,-0.2263,Negative
399,30,11,2025-11-08,2,The color was different from what was shown.,0.0,Neutral
400,30,17,2024-08-16,1,"Average experience, nothing special.",-0.3089,Negative
401,30,7,2025-04-24,5,Amazing value for the  price.,0.7351,Positive
402,30,2,2025-04-22,5,The quality is top-notch.,0.0,Neutral
403,30,18,2023-01-09,2,The color was different from what was shown.,0.0,Neutral
404,30,19,2023-02-01,3,"Good quality, but could be cheaper.",0.2382,Mixed Positive
405,30,18,2024-06-28,2,The product stopped working after a month.,-0.2263,Negative
406,30,5,2024-02-11,4,Five stars  for the quick delivery.,0.0,Neutral
407,31,4,2023-06-05,5,"Excellent product, highly recommend!",0.7773,Positive
408,31,20,2025-05-31,1,Product did not meet my expectations.,0.0,Neutral
409,31,19,2024-10-23,5,Exceeded my  expectations!,0.0,Neutral
410,31,9,2023-07-23,1,"Terrible customer service,  would not buy again.",-0.4767,Negative
411,31,15,2025-02-28,5,Exceeded my expectations!,0.0,Neutral
412,31,2,2025-06-19,4,Exceeded my  expectations!,0.0,Neutral
413,31,19,2023-12-22,5,The build quality is impressive.,0.5106,Positive
414,31,9,2025-10-11,2,Disappointed with the  performance.,-0.4767,Negative
415,32,19,2024-03-29,5,Customer support  was very helpful.,0.6997,Positive
416,32,3,2023-12-22,4,Customer support was  very helpful.,0.6997,Positive
417,32,13,2025-01-13,5,"Excellent product,  highly recommend!",0.7773,Positive
418,32,4,2025-05-14,1,Not worth the money.,-0.1695,Negative
419,32,13,2024-01-27,4,"Great purchase, very satisfied.",0.8016,Positive
420,32,9,2023-02-21,4,Shipping was fast and the item was well-packaged.,0.0,Neutral
421,32,3,2024-02-07,5,Shipping was fast and the item was well-packaged.,0.0,Neutral
422,32,8,2023-11-23,5,Exceeded my expectations!,0.0,Neutral
423,32,19,2024-03-02,5,The build quality  is impressive.,0.5106,Positive
424,32,5,2024-06-18,5,The build quality is impressive.,0.5106,Positive
425,32,18,2024-05-19,4,"Excellent product,  highly recommend!",0.7773,Positive
426,32,17,2023-07-07,5,"I love this product, will buy  again!",0.6696,Positive
427,32,5,2024-09-28,4,Five stars for the quick delivery.,0.0,Neutral
428,32,8,2024-10-19,4,Five stars for the quick delivery.,0.0,Neutral
429,32,12,2025-10-21,1,"Average experience, nothing  special.",-0.3089,Negative
430,32,3,2024-04-08,5,Customer support was very helpful.,0.6997,Positive
431,32,15,2023-09-28,2,"The product is okay, but the instructions  were unclear.",-0.2617,Negative
432,32,12,2025-04-24,4,The build quality is impressive.,0.5106,Positive
433,33,12,2023-07-20,5,Five stars for the quick delivery.,0.0,Neutral
434,33,8,2023-03-24,4,Amazing value for the price.,0.7351,Positive
435,33,10,2023-11-16,5,The quality  is top-notch.,0.0,Neutral
436,33,19,2024-04-11,5,"Excellent product, highly recommend!",0.7773,Positive
437,33,19,2024-12-15,2,Disappointed with the performance.,-0.4767,Negative
438,33,10,2023-03-29,2,"Terrible customer service, would not buy again.",-0.4767,Negative
439,33,2,2024-05-15,1,Product did not meet my expectations.,0.0,Neutral
440,33,7,2024-12-08,1,Disappointed with the performance.,-0.4767,Negative
441,33,13,2024-03-28,5,Five stars for the quick delivery.,0.0,Neutral
442,33,14,2025-06-25,2,The product stopped working after a month.,-0.2263,Negative
443,33,15,2025-11-07,5,Exceeded my expectations!,0.0,Neutral
444,33,5,2025-09-29,1,Product did not meet my expectations.,0.0,Neutral
445,33,18,2024-06-18,4,Shipping was fast and the item was well-packaged.,0.0,Neutral
446,33,8,2023-05-02,5,"Great purchase, very  satisfied.",0.8016,Positive
447,34,5,2025-09-23,1,"Average experience, nothing special.",-0.3089,Negative
448,34,1,2025-11-21,1,"The product is okay, but the instructions were unclear.",-0.2617,Negative
449,34,12,2024-09-05,5,Shipping was fast and the item was well-packaged.,0.0,Neutral
450,34,11,2023-08-30,4,Shipping was fast and the item was well-packaged.,0.0,Neutral
451,34,15,2025-04-11,1,Disappointed with the performance.,-0.4767,Negative
452,34,1,2025-01-08,4,The quality is top-notch.,0.0,Neutral
453,34,10,2024-02-08,5,"I love this product, will buy again!",0.6696,Positive
454,34,6,2024-10-26,5,Amazing value for the  price.,0.7351,Positive
455,34,3,2023-04-04,4,The build quality is impressive.,0.5106,Positive
456,34,11,2024-06-25,5,The build quality is impressive.,0.5106,Positive
457,35,18,2024-10-21,5,Five stars for the quick delivery.,0.0,Neutral
458,35,9,2024-05-18,4,The quality is top-notch.,0.0,Neutral
459,35,5,2024-08-29,4,"Excellent product, highly  recommend!",0.7773,Positive
460,35,20,2024-10-31,5,"Great purchase,  very satisfied.",0.8016,Positive
461,35,18,2025-01-26,1,The product  arrived late.,0.0,Neutral
462,35,4,2025-04-05,2,"Average experience, nothing special.",-0.3089,Negative
463,35,16,2023-11-19,2,"Terrible customer service, would not buy again.",-0.4767,Negative
464,35,3,2023-10-18,1,"The product is okay, but the instructions  were unclear.",-0.2617,Negative
465,35,13,2023-07-03,2,I had a bad experience with this product.,-0.5423,Negative
466,35,7,2025-02-01,5,Amazing value for the price.,0.7351,Positive
467,35,10,2023-05-28,3,"Good quality,  but could be cheaper.",0.2382,Mixed Positive
468,35,6,2023-12-03,5,The quality is top-notch.,0.0,Neutral
469,35,12,2024-02-05,5,"Excellent product, highly recommend!",0.7773,Positive
470,35,14,2025-12-31,2,"The product is okay, but the instructions were unclear.",-0.2617,Negative
471,35,20,2023-06-16,1,Product did not meet my expectations.,0.0,Neutral
472,35,11,2024-08-31,5,Customer support was very helpful.,0.6997,Positive
473,35,5,2024-09-04,2,The product stopped working after a month.,-0.2263,Negative
474,35,1,2024-01-22,4,The build quality is  impressive.,0.5106,Positive
475,35,12,2025-05-02,5,Exceeded my expectations!,0.0,Neutral
476,35,9,2023-08-22,5,Exceeded my expectations!,0.0,Neutral
477,36,9,2023-07-14,5,"I love this product, will  buy again!",0.6696,Positive
478,36,8,2023-08-20,1,"Terrible customer service, would not buy again.",-0.4767,Negative
479,36,14,2023-05-31,1,"The product is okay, but the instructions were unclear.",-0.2617,Negative
480,36,18,2025-11-04,1,Disappointed with the performance.,-0.4767,Negative
481,36,17,2023-07-29,5,Customer support  was very helpful.,0.6997,Positive
482,36,19,2025-08-31,1,"The product is okay, but the instructions were unclear.",-0.2617,Negative
483,36,20,2023-04-28,5,The quality  is top-notch.,0.0,Neutral
484,36,15,2024-09-06,5,Shipping was fast and the item was well-packaged.,0.0,Neutral
485,36,3,2024-02-17,4,"Great purchase, very satisfied.",0.8016,Positive
486,36,11,2023-01-24,1,Disappointed with the  performance.,-0.4767,Negative
487,36,16,2023-03-31,1,Not worth the  money.,-0.1695,Negative
488,37,20,2023-08-20,5,Exceeded my expectations!,0.0,Neutral
489,37,15,2023-02-13,1,"Terrible customer service, would not buy again.",-0.4767,Negative
490,37,1,2025-09-26,4,"I love this product,  will buy again!",0.6696,Positive
491,37,13,2023-10-23,5,"I love this product, will buy again!",0.6696,Positive
492,37,9,2025-06-28,4,"Great purchase, very satisfied.",0.8016,Positive
493,37,16,2023-03-06,1,Product did not meet my  expectations.,0.0,Neutral
494,37,16,2023-11-21,1,I had a bad experience with this product.,-0.5423,Negative
495,37,20,2025-11-24,5,"Great purchase,  very satisfied.",0.8016,Positive
496,37,19,2023-03-31,5,"Great purchase, very  satisfied.",0.8016,Positive
497,37,13,2024-12-25,5,"Great purchase, very satisfied.",0.8016,Positive
498,37,8,2023-02-12,4,Amazing value for the price.,0.7351,Positive
499,37,5,2024-07-12,5,Five stars for the quick delivery.,0.0,Neutral
500,37,12,2025-12-17,4,Shipping was fast and the item was well-packaged.,0.0,Neutral
501,37,4,2024-02-13,1,"Not satisfied, the product broke after a week.",-0.6288,Negative
502,37,4,2025-01-13,1,"Average experience, nothing special.",-0.3089,Negative
503,37,5,2023-05-28,5,"Great purchase, very satisfied.",0.8016,Positive
504,37,8,2024-12-18,2,The color was different from what was  shown.,0.0,Neutral
505,37,11,2024-10-23,2,I had a bad experience with this product.,-0.5423,Negative
506,37,8,2024-04-25,2,"The product  is okay, but the instructions were unclear.",-0.2617,Negative
507,37,15,2025-04-09,5,Amazing value for the price.,0.7351,Positive
508,38,3,2023-10-22,5,"I love this product, will buy again!",0.6696,Positive
509,38,18,2024-11-28,5,Exceeded my expectations!,0.0,Neutral
510,38,19,2024-01-02,5,"Great purchase, very satisfied.",0.8016,Positive
511,38,14,2023-05-19,1,Not worth the money.,-0.1695,Negative
512,38,9,2024-06-11,5,Shipping was  fast and the item was well-packaged.,0.0,Neutral
513,38,7,2023-04-08,5,Exceeded my  expectations!,0.0,Neutral
514,38,7,2024-05-10,1,"The product is okay, but the instructions were unclear.",-0.2617,Negative
515,38,3,2023-05-31,1,"Terrible customer service,  would not buy again.",-0.4767,Negative
516,38,1,2024-01-21,5,The quality is top-notch.,0.0,Neutral
517,38,7,2024-10-20,5,The quality is top-notch.,0.0,Neutral
518,38,11,2023-12-24,4,Customer support was very  helpful.,0.6997,Positive
519,38,11,2025-10-09,2,The color was different from  what was shown.,0.0,Neutral
520,38,1,2023-02-22,2,"Terrible customer service, would not buy again.",-0.4767,Negative
521,38,11,2023-04-25,4,"Great purchase,  very satisfied.",0.8016,Positive
522,38,7,2023-10-20,5,Five stars for the quick delivery.,0.0,Neutral
523,38,14,2024-12-05,5,Amazing value for the  price.,0.7351,Positive
524,38,19,2024-11-08,5,Amazing value for the price.,0.7351,Positive
525,39,2,2024-09-25,3,"Good quality, but could be cheaper.",0.2382,Mixed Positive
526,39,17,2024-07-15,5,The quality is top-notch.,0.0,Neutral
527,39,12,2023-11-05,2,"Average experience, nothing special.",-0.3089,Negative
528,39,3,2023-02-27,2,"Good quality, but could be cheaper.",0.2382,Mixed Positive
529,39,7,2024-01-08,5,Amazing value for the price.,0.7351,Positive
530,39,6,2023-11-28,4,"Great purchase, very satisfied.",0.8016,Positive
531,39,16,2024-03-12,4,"Good quality, but could be cheaper.",0.2382,Positive
532,39,11,2023-02-24,4,The quality is top-notch.,0.0,Neutral
533,39,13,2024-12-19,5,Amazing value for the price.,0.7351,Positive
534,39,13,2024-04-03,5,The quality is top-notch.,0.0,Neutral
535,39,8,2024-04-18,5,"Great purchase, very satisfied.",0.8016,Positive
536,39,10,2025-10-18,4,Amazing value for the price.,0.7351,Positive
537,39,9,2023-10-07,1,The product  arrived late.,0.0,Neutral
538,39,16,2024-05-26,5,Amazing value for the price.,0.7351,Positive
539,39,7,2023-04-17,2,"Average experience, nothing special.",-0.3089,Negative
540,40,12,2023-04-05,1,I had a  bad experience with this product.,-0.5423,Negative
541,40,10,2023-02-20,1,"The product is okay, but the instructions were unclear.",-0.2617,Negative
542,40,1,2023-10-01,2,"The product is okay, but the instructions were unclear.",-0.2617,Negative
543,40,12,2023-07-19,1,I had a bad experience with this product.,-0.5423,Negative
544,40,3,2025-04-28,5,Customer support was very helpful.,0.6997,Positive
545,40,2,2024-04-25,4,The quality  is top-notch.,0.0,Neutral
546,40,19,2025-05-31,1,Product did not meet  my expectations.,0.0,Neutral
547,40,3,2023-08-14,4,The build quality is impressive.,0.5106,Positive
548,40,1,2024-01-02,4,"Excellent product, highly recommend!",0.7773,Positive
549,40,18,2025-10-22,2,The product stopped working after a month.,-0.2263,Negative
550,40,16,2023-06-08,4,Exceeded my expectations!,0.0,Neutral
551,40,9,2023-12-29,4,"I love this product, will buy again!",0.6696,Positive
552,40,7,2025-11-07,5,"Excellent product, highly  recommend!",0.7773,Positive
553,40,2,2025-07-18,5,"Excellent product, highly recommend!",0.7773,Positive
554,40,9,2025-03-28,5,"Excellent product, highly recommend!",0.7773,Positive
555,40,5,2025-03-03,1,The color was different from what was shown.,0.0,Neutral
556,40,1,2024-05-04,5,"I love this product, will buy again!",0.6696,Positive
557,40,8,2024-02-11,2,"Good quality, but could be cheaper.",0.2382,Mixed Positive
558,40,2,2025-04-11,1,Not worth the money.,-0.1695,Negative
559,41,18,2024-10-08,4,Amazing value for the price.,0.7351,Positive
560,41,16,2025-11-10,5,"Excellent product, highly  recommend!",0.7773,Positive
561,41,12,2023-05-12,5,"Excellent product, highly recommend!",0.7773,Positive
562,41,11,2023-05-28,3,"Good quality, but could be  cheaper.",0.2382,Mixed Positive
563,41,12,2025-12-05,4,Amazing value for the price.,0.7351,Positive
564,41,3,2025-12-18,5,Exceeded my  expectations!,0.0,Neutral
565,41,8,2023-12-19,4,The build quality is impressive.,0.5106,Positive
566,41,2,2024-10-21,4,Customer support was very helpful.,0.6997,Positive
567,41,9,2025-02-07,5,"Great purchase, very satisfied.",0.8016,Positive
568,41,15,2023-06-30,5,"I love this product, will buy again!",0.6696,Positive
569,41,15,2025-09-06,1,"The product is okay, but the instructions were unclear.",-0.2617,Negative
570,41,5,2023-01-13,1,Not worth the money.,-0.1695,Negative
571,41,8,2025-01-29,5,Customer support  was very helpful.,0.6997,Positive
572,41,1,2024-06-15,5,Shipping was fast and the item was well-packaged.,0.0,Neutral
573,41,9,2024-10-25,5,"I love this product, will  buy again!",0.6696,Positive
574,42,7,2023-09-20,5,"I love this product, will buy again!",0.6696,Positive
575,42,2,2025-06-25,5,The quality is top-notch.,0.0,Neutral
576,42,14,2024-06-09,5,Customer support was very  helpful.,0.6997,Positive
577,42,7,2025-02-01,5,Exceeded my expectations!,0.0,Neutral
578,42,3,2025-07-01,5,"Excellent product, highly recommend!",0.7773,Positive
579,42,1,2023-08-09,5,The build quality is impressive.,0.5106,Positive
580,42,14,2025-04-29,2,"The product is okay, but the instructions were unclear.",-0.2617,Negative
581,42,15,2025-03-25,4,"Excellent product, highly recommend!",0.7773,Positive
582,42,7,2025-04-02,5,"I love this product, will  buy again!",0.6696,Positive
583,43,15,2023-08-30,5,Five stars for the quick delivery.,0.0,Neutral
584,43,4,2025-10-14,5,Exceeded my expectations!,0.0,Neutral
585,43,7,2024-11-18,5,The quality is top-notch.,0.0,Neutral
586,43,14,2023-10-15,2,Product did not meet my expectations.,0.0,Neutral
587,43,5,2024-10-18,4,"Excellent product, highly  recommend!",0.7773,Positive
588,43,17,2024-06-21,5,Customer support was very helpful.,0.6997,Positive
589,43,10,2025-03-19,4,Customer support  was very helpful.,0.6997,Positive
590,43,13,2025-06-12,1,The product  arrived late.,0.0,Neutral
591,43,2,2024-02-29,5,"Great purchase, very satisfied.",0.8016,Positive
592,43,19,2023-10-17,4,"Great purchase, very satisfied.",0.8016,Positive
593,43,18,2023-04-15,1,Product did not meet my expectations.,0.0,Neutral
594,43,14,2024-10-24,5,Exceeded my  expectations!,0.0,Neutral
595,43,19,2025-07-20,4,The build quality is impressive.,0.5106,Positive
596,43,2,2024-01-04,4,Five stars  for the quick delivery.,0.0,Neutral
597,43,20,2025-10-15,4,"Excellent product, highly recommend!",0.7773,Positive
598,43,10,2024-03-08,4,Shipping was fast and the item was well-packaged.,0.0,Neutral
599,43,7,2025-11-23,4,Five stars for the quick delivery.,0.0,Neutral
600,43,2,2025-04-29,5,"I love this product, will buy again!",0.6696,Positive
601,43,5,2023-04-27,2,"The product is okay, but the instructions were  unclear.",-0.2617,Negative
602,43,15,2024-08-24,1,"Terrible customer service, would not buy again.",-0.4767,Negative
603,44,18,2023-11-12,5,"I love this product, will buy again!",0.6696,Positive
604,44,7,2023-11-08,2,"Not satisfied, the product broke after a week.",-0.6288,Negative
605,44,13,2023-03-09,5,Shipping was fast and the item  was well-packaged.,0.0,Neutral
606,44,3,2024-02-10,5,Shipping was fast and the  item was well-packaged.,0.0,Neutral
607,44,4,2023-03-21,1,Disappointed with the performance.,-0.4767,Negative
608,44,7,2025-12-09,5,"I love this product, will  buy again!",0.6696,Positive
609,44,3,2024-02-15,5,"I love this product, will buy again!",0.6696,Positive
610,44,3,2024-02-17,4,"I love this product, will buy again!",0.6696,Positive
611,44,10,2023-03-08,4,Five stars for  the quick delivery.,0.0,Neutral
612,44,10,2023-04-13,5,"Great purchase, very satisfied.",0.8016,Positive
613,44,11,2025-01-15,4,"I love this product, will buy again!",0.6696,Positive
614,44,15,2023-07-15,1,Disappointed with the performance.,-0.4767,Negative
615,44,20,2025-03-16,4,The quality is top-notch.,0.0,Neutral
616,44,4,2025-04-25,4,"Good quality, but could be cheaper.",0.2382,Positive
617,44,12,2023-06-06,5,Shipping was  fast and the item was well-packaged.,0.0,Neutral
618,44,11,2023-01-11,1,I had a bad  experience with this product.,-0.5423,Negative
619,44,4,2023-08-07,2,Disappointed with the  performance.,-0.4767,Negative
620,44,18,2023-08-29,4,Exceeded my expectations!,0.0,Neutral
621,44,2,2025-11-03,5,Exceeded my expectations!,0.0,Neutral
622,45,5,2024-05-06,1,The product stopped working after a month.,-0.2263,Negative
623,45,4,2023-01-31,5,The quality is top-notch.,0.0,Neutral
624,45,19,2024-03-07,1,"Average experience,  nothing special.",-0.3089,Negative
625,45,5,2024-06-25,2,The color was different from what was shown.,0.0,Neutral
626,45,17,2023-08-13,4,Five stars for the quick delivery.,0.0,Neutral
627,45,7,2024-04-24,4,"Excellent product, highly recommend!",0.7773,Positive
628,45,3,2024-11-21,2,Product did not  meet my expectations.,0.0,Neutral
629,45,10,2024-12-01,5,The build quality is impressive.,0.5106,Positive
630,45,1,2024-10-12,2,The color was different from what was shown.,0.0,Neutral
631,45,2,2023-06-30,1,"The product is okay, but the instructions were unclear.",-0.2617,Negative
632,45,6,2023-11-06,1,"The product is  okay, but the instructions were unclear.",-0.2617,Negative
633,46,11,2023-05-17,2,I had a bad experience with  this product.,-0.5423,Negative
634,46,11,2023-05-22,1,"Not satisfied, the product broke after a  week.",-0.6288,Negative
635,46,2,2025-01-18,1,Disappointed with the performance.,-0.4767,Negative
636,46,12,2023-11-29,1,I had a bad experience with this product.,-0.5423,Negative
637,46,16,2023-10-04,4,"I love this product, will buy again!",0.6696,Positive
638,46,19,2023-12-04,5,"Excellent product, highly recommend!",0.7773,Positive
639,46,19,2025-12-24,2,"Good quality, but could be cheaper.",0.2382,Mixed Positive
640,46,9,2024-04-20,5,Amazing value for the price.,0.7351,Positive
641,46,16,2023-04-13,5,Customer support was very helpful.,0.6997,Positive
642,46,13,2023-06-28,5,"Great purchase, very satisfied.",0.8016,Positive
643,46,14,2024-09-16,5,The build  quality is impressive.,0.5106,Positive
644,46,16,2025-05-07,5,"I love this product, will buy  again!",0.6696,Positive
645,46,7,2023-06-20,5,The build quality  is impressive.,0.5106,Positive
646,46,3,2024-07-09,5,The build quality is impressive.,0.5106,Positive
647,46,8,2023-09-05,5,The quality is top-notch.,0.0,Neutral
648,46,6,2025-03-09,5,Shipping was fast and  the item was well-packaged.,0.0,Neutral
649,46,20,2025-03-18,5,"Great purchase, very satisfied.",0.8016,Positive
650,46,20,2024-01-23,1,"The product is okay, but the instructions were unclear.",-0.2617,Negative
651,47,1,2023-12-26,5,Exceeded my expectations!,0.0,Neutral
652,47,9,2024-12-22,1,The product stopped working after a month.,-0.2263,Negative
653,47,17,2025-02-10,5,"I love this product, will buy  again!",0.6696,Positive
654,47,11,2025-06-28,5,"I love this product, will  buy again!",0.6696,Positive
655,47,17,2023-05-03,2,I had a bad experience with this product.,-0.5423,Negative
656,47,1,2023-04-27,2,"Not satisfied, the product broke  after a week.",-0.6288,Negative
657,47,15,2024-09-29,1,"The product is okay, but the instructions were unclear.",-0.2617,Negative
658,47,15,2023-03-13,2,I had a bad  experience with this product.,-0.5423,Negative
659,48,7,2025-11-06,4,Customer support was very helpful.,0.6997,Positive
660,48,9,2024-05-10,4,"Excellent product, highly recommend!",0.7773,Positive
661,48,14,2023-06-22,1,"Not satisfied, the product broke after a week.",-0.6288,Negative
662,48,16,2025-01-07,1,The product arrived  late.,0.0,Neutral
663,48,2,2025-12-26,4,Shipping was fast and the item was well-packaged.,0.0,Neutral
664,48,2,2023-11-29,4,"Excellent product, highly recommend!",0.7773,Positive
665,48,2,2024-09-01,2,Not worth the money.,-0.1695,Negative
666,48,6,2024-07-11,4,The build quality is impressive.,0.5106,Positive
667,48,15,2025-04-05,5,"I love this product, will buy again!",0.6696,Positive
668,48,13,2025-08-25,5,Exceeded my expectations!,0.0,Neutral
669,49,6,2024-10-06,5,"I love this product, will buy again!",0.6696,Positive
670,49,18,2025-04-23,1,The product arrived late.,0.0,Neutral
671,49,13,2025-12-20,1,"Not satisfied, the product broke  after a week.",-0.6288,Negative
672,49,1,2023-03-26,5,Amazing value for the price.,0.7351,Positive
673,49,12,2024-06-27,2,Disappointed with the performance.,-0.4767,Negative
674,49,4,2025-04-25,1,Disappointed with the performance.,-0.4767,Negative
675,49,6,2023-12-28,2,"Not satisfied, the product broke after a week.",-0.6288,Negative
676,49,4,2025-04-07,5,"Great purchase, very satisfied.",0.8016,Positive
677,49,11,2024-12-17,2,"The product is okay, but the instructions were unclear.",-0.2617,Negative
678,49,17,2025-04-27,3,"Good quality,  but could be cheaper.",0.2382,Mixed Positive
679,49,14,2023-05-17,4,Amazing value for the price.,0.7351,Positive
680,49,13,2024-03-14,4,"I love this  product, will buy again!",0.6696,Positive
681,49,17,2023-09-13,2,Product did not meet my expectations.,0.0,Neutral
682,49,13,2024-08-11,5,Customer support was very helpful.,0.6997,Positive
683,50,3,2025-11-08,4,Exceeded my  expectations!,0.0,Neutral
684,50,19,2023-06-11,4,"Excellent product, highly  recommend!",0.7773,Positive
685,50,7,2023-01-08,5,Shipping was  fast and the item was well-packaged.,0.0,Neutral
686,50,15,2023-03-08,4,The build quality is impressive.,0.5106,Positive
687,50,10,2024-11-27,2,The product stopped working after a month.,-0.2263,Negative
688,50,7,2024-03-03,5,Amazing value for the price.,0.7351,Positive
689,50,8,2023-12-21,5,"Excellent product, highly recommend!",0.7773,Positive
690,50,3,2024-07-14,1,"Terrible customer service, would not  buy again.",-0.4767,Negative
691,50,17,2025-04-17,5,The quality is top-notch.,0.0,Neutral
692,50,11,2024-05-30,5,The build quality  is impressive.,0.5106,Positive
693,50,20,2025-07-20,4,Amazing value  for the price.,0.7351,Positive
694,50,10,2024-02-02,4,"Excellent product, highly recommend!",0.7773,Positive
695,50,7,2024-02-07,1,"Average experience, nothing special.",-0.3089,Negative
696,50,10,2023-02-16,2,"Terrible customer service, would not buy again.",-0.4767,Negative
697,50,3,2024-12-25,5,The quality is  top-notch.,0.0,Neutral
698,50,6,2024-10-08,2,The product  arrived late.,0.0,Neutral
699,50,12,2025-05-12,2,I had a bad experience with this product.,-0.5423,Negative
700,50,11,2023-08-07,1,Not worth the money.,-0.1695,Negative
701,50,16,2025-09-22,2,Not worth the money.,-0.1695,Negative
702,51,5,2023-08-11,5,"I love this product, will buy again!",0.6696,Positive
703,51,12,2024-05-30,3,"Good quality, but could be cheaper.",0.2382,Mixed Positive
704,51,17,2025-06-13,1,The color was different from  what was shown.,0.0,Neutral
705,51,5,2023-10-11,5,Exceeded my expectations!,0.0,Neutral
706,51,1,2023-01-19,1,Disappointed with the performance.,-0.4767,Negative
707,51,2,2024-02-22,2,The product stopped working after a month.,-0.2263,Negative
708,51,11,2024-11-24,4,"Good quality, but could be cheaper.",0.2382,Positive
709,51,7,2023-01-16,5,"Great purchase, very satisfied.",0.8016,Positive
710,51,4,2023-09-16,2,I had a bad experience with this product.,-0.5423,Negative
711,51,19,2025-06-19,1,"Terrible customer service, would not buy again.",-0.4767,Negative
712,51,2,2025-08-21,5,Exceeded my expectations!,0.0,Neutral
713,51,16,2023-10-18,5,The build quality is impressive.,0.5106,Positive
714,51,8,2024-04-13,4,Amazing value for the price.,0.7351,Positive
715,51,2,2024-05-11,4,Exceeded my  expectations!,0.0,Neutral
716,51,13,2024-05-07,2,"Average experience, nothing special.",-0.3089,Negative
717,52,18,2025-04-27,5,Shipping was  fast and the item was well-packaged.,0.0,Neutral
718,52,4,2024-01-18,4,"Excellent product, highly recommend!",0.7773,Positive
719,52,11,2023-08-05,4,Customer support  was very helpful.,0.6997,Positive
720,52,18,2023-06-25,5,Amazing value for the price.,0.7351,Positive
721,52,18,2023-06-08,1,"Not satisfied, the product broke after a week.",-0.6288,Negative
722,52,10,2025-07-25,5,The quality is top-notch.,0.0,Neutral
723,52,1,2024-01-19,1,I had a bad experience with this  product.,-0.5423,Negative
724,52,7,2025-05-28,2,"Terrible customer service, would not buy again.",-0.4767,Negative
725,53,17,2024-12-22,1,Disappointed with the performance.,-0.4767,Negative
726,53,4,2023-07-03,5,"I love this product, will buy again!",0.6696,Positive
727,53,5,2025-10-08,4,"Great purchase,  very satisfied.",0.8016,Positive
728,53,2,2023-08-21,1,"Terrible customer service, would not  buy again.",-0.4767,Negative
729,53,15,2025-04-14,2,"Terrible customer service, would not buy again.",-0.4767,Negative
730,53,3,2023-02-14,1,Product did not meet my expectations.,0.0,Neutral
731,53,5,2025-06-01,1,Product did not meet  my expectations.,0.0,Neutral
732,53,15,2024-06-07,1,The product arrived late.,0.0,Neutral
733,53,12,2023-02-28,4,Five stars for the quick delivery.,0.0,Neutral
734,53,16,2024-10-29,4,Exceeded my expectations!,0.0,Neutral
735,53,1,2024-11-28,5,"Great purchase,  very satisfied.",0.8016,Positive
736,53,11,2023-06-12,4,Five stars for the quick delivery.,0.0,Neutral
737,53,11,2025-05-20,2,"Good quality, but could be cheaper.",0.2382,Mixed Positive
738,53,15,2023-11-26,5,The quality is  top-notch.,0.0,Neutral
739,53,17,2023-07-03,3,"Good quality, but could be cheaper.",0.2382,Mixed Positive
740,53,1,2024-06-16,4,Five stars for the quick delivery.,0.0,Neutral
741,54,6,2024-08-05,1,"Average experience,  nothing special.",-0.3089,Negative
742,54,3,2024-03-04,2,"Good quality, but could be cheaper.",0.2382,Mixed Positive
743,54,13,2024-09-14,5,Five stars for the  quick delivery.,0.0,Neutral
744,54,3,2023-10-19,5,The build quality is impressive.,0.5106,Positive
745,54,9,2025-07-10,5,Five stars for the quick  delivery.,0.0,Neutral
