JourneyID,CustomerID,ProductID,VisitDate,Stage,Action,Duration
2074,28,12,25/08/2025,PRODUCTPAGE,VIEW,257
2110,28,13,09/02/2024,CHECKOUT,DROP-OFF,NULL
2108,28,13,09/02/2024,HOMEPAGE,VIEW,53
2109,28,13,09/02/2024,PRODUCTPAGE,VIEW,74
2053,28,13,11/09/2024,CHECKOUT,DROP-OFF,NULL
2051,28,13,11/09/2024,HOMEPAGE,VIEW,74
2052,28,13,11/09/2024,PRODUCTPAGE,VIEW,18
2055,28,14,26/01/2024,HOMEPAGE,VIEW,164
2067,28,14,08/10/2024,CHECKOUT,DROP-OFF,NULL
2065,28,14,08/10/2024,HOMEPAGE,VIEW,42
2066,28,14,08/10/2024,PRODUCTPAGE,VIEW,252
2062,28,14,12/10/2025,HOMEPAGE,VIEW,293
2115,28,14,31/10/2025,HOMEPAGE,VIEW,40
2049,28,14,30/12/2025,CHECKOUT,DROP-OFF,NULL
2047,28,14,30/12/2025,HOMEPAGE,VIEW,12
2048,28,14,30/12/2025,PRODUCTPAGE,VIEW,254
2072,28,15,26/09/2023,HOMEPAGE,VIEW,209
2107,28,15,25/02/2024,HOMEPAGE,VIEW,236
2046,28,15,26/06/2024,CHECKOUT,DROP-OFF,NULL
2044,28,15,26/06/2024,HOMEPAGE,VIEW,105
2045,28,15,26/06/2024,PRODUCTPAGE,VIEW,142
2085,28,15,25/07/2025,HOMEPAGE,VIEW,64
2030,28,16,03/07/2024,CHECKOUT,DROP-OFF,NULL
2028,28,16,03/07/2024,HOMEPAGE,VIEW,226
2029,28,16,03/07/2024,PRODUCTPAGE,CLICK,105
2035,28,17,21/06/2023,CHECKOUT,DROP-OFF,NULL
2033,28,17,21/06/2023,HOMEPAGE,VIEW,249
2034,28,17,21/06/2023,PRODUCTPAGE,VIEW,75
2084,28,17,02/08/2023,HOMEPAGE,VIEW,35
2027,28,17,14/02/2024,HOMEPAGE,VIEW,238
2071,28,17,25/03/2024,HOMEPAGE,VIEW,183
2104,28,17,28/08/2024,HOMEPAGE,VIEW,215
2114,28,17,28/11/2024,CHECKOUT,DROP-OFF,NULL
2112,28,17,28/11/2024,HOMEPAGE,VIEW,91
2113,28,17,28/11/2024,PRODUCTPAGE,VIEW,133
2100,28,17,10/01/2025,CHECKOUT,DROP-OFF,NULL
2098,28,17,10/01/2025,HOMEPAGE,VIEW,236
2099,28,17,10/01/2025,PRODUCTPAGE,VIEW,274
2039,28,18,06/06/2023,CHECKOUT,DROP-OFF,NULL
2037,28,18,06/06/2023,HOMEPAGE,VIEW,272
2038,28,18,06/06/2023,PRODUCTPAGE,VIEW,247
2082,28,18,03/04/2024,HOMEPAGE,VIEW,142
2105,28,18,15/09/2024,HOMEPAGE,VIEW,170
2086,28,20,28/07/2023,HOMEPAGE,VIEW,31
2050,28,20,23/09/2025,HOMEPAGE,VIEW,194
2064,28,20,26/09/2025,HOMEPAGE,VIEW,41
2171,29,1,05/07/2024,CHECKOUT,DROP-OFF,NULL
2169,29,1,05/07/2024,HOMEPAGE,VIEW,61
2170,29,1,05/07/2024,PRODUCTPAGE,VIEW,74
2141,29,2,16/09/2024,CHECKOUT,DROP-OFF,NULL
2139,29,2,16/09/2024,HOMEPAGE,VIEW,120
2140,29,2,16/09/2024,PRODUCTPAGE,VIEW,72
2142,29,2,05/05/2025,HOMEPAGE,VIEW,168
2161,29,3,23/08/2023,CHECKOUT,PURCHASE,40
2159,29,3,23/08/2023,HOMEPAGE,VIEW,287
2160,29,3,23/08/2023,PRODUCTPAGE,VIEW,55
2148,29,3,06/12/2023,HOMEPAGE,VIEW,22
2168,29,3,18/09/2025,HOMEPAGE,VIEW,218
2119,29,4,08/07/2025,CHECKOUT,DROP-OFF,NULL
2117,29,4,08/07/2025,HOMEPAGE,VIEW,12
2118,29,4,08/07/2025,PRODUCTPAGE,CLICK,299
2130,29,5,01/11/2025,HOMEPAGE,VIEW,258
2131,29,5,17/11/2025,HOMEPAGE,VIEW,70
2154,29,7,01/09/2025,CHECKOUT,DROP-OFF,NULL
2152,29,7,01/09/2025,HOMEPAGE,VIEW,19
2153,29,7,01/09/2025,PRODUCTPAGE,VIEW,19
2123,29,8,04/08/2023,HOMEPAGE,VIEW,274
2155,29,8,28/06/2025,HOMEPAGE,VIEW,283
2167,29,9,05/05/2023,HOMEPAGE,VIEW,247
2151,29,10,11/09/2023,CHECKOUT,DROP-OFF,NULL
2149,29,10,11/09/2023,HOMEPAGE,VIEW,296
2150,29,10,11/09/2023,PRODUCTPAGE,VIEW,37
2165,29,10,09/03/2025,CHECKOUT,PURCHASE,131
2163,29,10,09/03/2025,HOMEPAGE,VIEW,173
2164,29,10,09/03/2025,PRODUCTPAGE,VIEW,71
2147,29,11,04/04/2023,HOMEPAGE,VIEW,236
2143,29,11,11/02/2025,HOMEPAGE,VIEW,77
2135,29,12,01/09/2023,CHECKOUT,DROP-OFF,NULL
2133,29,12,01/09/2023,HOMEPAGE,VIEW,219
2134,29,12,01/09/2023,PRODUCTPAGE,VIEW,30
2138,29,12,16/09/2024,CHECKOUT,DROP-OFF,NULL
2136,29,12,16/09/2024,HOMEPAGE,VIEW,165
2137,29,12,16/09/2024,PRODUCTPAGE,VIEW,82
2124,29,12,19/07/2025,HOMEPAGE,VIEW,85
2158,29,13,03/04/2023,CHECKOUT,DROP-OFF,NULL
2156,29,13,03/04/2023,HOMEPAGE,VIEW,21
2157,29,13,03/04/2023,PRODUCTPAGE,VIEW,280
2127,29,14,17/06/2023,CHECKOUT,PURCHASE,296
2125,29,14,17/06/2023,HOMEPAGE,VIEW,41
2126,29,14,17/06/2023,PRODUCTPAGE,VIEW,238
2174,29,15,21/06/2023,CHECKOUT,DROP-OFF,NULL
2172,29,15,21/06/2023,HOMEPAGE,VIEW,266
2173,29,15,21/06/2023,PRODUCTPAGE,VIEW,96
2132,29,15,27/08/2025,HOMEPAGE,VIEW,90
2129,29,15,29/09/2025,HOMEPAGE,VIEW,223
2166,29,16,07/11/2025,HOMEPAGE,VIEW,207
2116,29,17,26/12/2024,HOMEPAGE,VIEW,34
2128,29,17,19/03/2025,HOMEPAGE,VIEW,265
2146,29,17,01/08/2025,CHECKOUT,DROP-OFF,NULL
2144,29,17,01/08/2025,HOMEPAGE,VIEW,239
2145,29,17,01/08/2025,PRODUCTPAGE,VIEW,219
2122,29,18,23/04/2024,CHECKOUT,DROP-OFF,NULL
2120,29,18,23/04/2024,HOMEPAGE,VIEW,163
2121,29,18,23/04/2024,PRODUCTPAGE,VIEW,81
2162,29,20,28/10/2024,HOMEPAGE,VIEW,23
2205,30,1,24/05/2025,HOMEPAGE,VIEW,36
2228,30,1,18/07/2025,HOMEPAGE,VIEW,178
2187,30,1,02/09/2025,HOMEPAGE,VIEW,14
2252,30,2,02/03/2023,CHECKOUT,DROP-OFF,NULL
2250,30,2,02/03/2023,HOMEPAGE,VIEW,111
2251,30,2,02/03/2023,PRODUCTPAGE,CLICK,99
2238,30,2,14/05/2025,HOMEPAGE,VIEW,110
2222,30,3,05/05/2023,CHECKOUT,PURCHASE,231
2220,30,3,05/05/2023,HOMEPAGE,VIEW,203
2221,30,3,05/05/2023,PRODUCTPAGE,VIEW,75
2223,30,3,28/07/2023,HOMEPAGE,VIEW,38
2215,30,3,26/05/2024,CHECKOUT,PURCHASE,181
2213,30,3,26/05/2024,HOMEPAGE,VIEW,94
2214,30,3,26/05/2024,PRODUCTPAGE,VIEW,59
2219,30,3,17/06/2025,HOMEPAGE,VIEW,238
2229,30,4,30/07/2023,HOMEPAGE,VIEW,44
2195,30,4,05/08/2025,CHECKOUT,DROP-OFF,NULL
2193,30,4,05/08/2025,HOMEPAGE,VIEW,108
2194,30,4,05/08/2025,PRODUCTPAGE,VIEW,153
2202,30,5,15/06/2024,HOMEPAGE,VIEW,126
2182,30,5,26/07/2024,HOMEPAGE,VIEW,117
2233,30,5,30/09/2024,HOMEPAGE,VIEW,233
2237,30,5,19/08/2025,CHECKOUT,PURCHASE,296
2235,30,5,19/08/2025,HOMEPAGE,VIEW,185
2236,30,5,19/08/2025,PRODUCTPAGE,VIEW,84
2239,30,7,21/05/2023,HOMEPAGE,VIEW,106
2232,30,7,16/09/2023,CHECKOUT,PURCHASE,40
2230,30,7,16/09/2023,HOMEPAGE,VIEW,270
2231,30,7,16/09/2023,PRODUCTPAGE,VIEW,237
2249,30,7,30/03/2025,CHECKOUT,PURCHASE,194
2247,30,7,30/03/2025,HOMEPAGE,VIEW,13
2248,30,7,30/03/2025,PRODUCTPAGE,VIEW,294
2209,30,8,07/04/2023,HOMEPAGE,VIEW,225
2246,30,8,16/04/2024,CHECKOUT,DROP-OFF,NULL
2244,30,8,16/04/2024,HOMEPAGE,VIEW,119
2245,30,8,16/04/2024,PRODUCTPAGE,VIEW,179
2199,30,8,24/04/2024,CHECKOUT,PURCHASE,152
2197,30,8,24/04/2024,HOMEPAGE,VIEW,195
2198,30,8,24/04/2024,PRODUCTPAGE,CLICK,117
2203,30,9,28/01/2024,HOMEPAGE,VIEW,21
2218,30,9,21/05/2024,CHECKOUT,DROP-OFF,NULL
2216,30,9,21/05/2024,HOMEPAGE,VIEW,252
2217,30,9,21/05/2024,PRODUCTPAGE,CLICK,180
2224,30,10,20/02/2025,HOMEPAGE,VIEW,59
2212,30,11,11/01/2023,CHECKOUT,DROP-OFF,NULL
2210,30,11,11/01/2023,HOMEPAGE,VIEW,109
2211,30,11,11/01/2023,PRODUCTPAGE,CLICK,125
2186,30,11,02/02/2023,HOMEPAGE,VIEW,78
2183,30,11,02/12/2024,HOMEPAGE,VIEW,143
2208,30,11,04/06/2025,CHECKOUT,DROP-OFF,NULL
2206,30,11,04/06/2025,HOMEPAGE,VIEW,150
2207,30,11,04/06/2025,PRODUCTPAGE,VIEW,195
2196,30,12,28/01/2024,HOMEPAGE,VIEW,165
2181,30,12,11/03/2024,CHECKOUT,PURCHASE,72
2179,30,12,11/03/2024,HOMEPAGE,VIEW,271
2180,30,12,11/03/2024,PRODUCTPAGE,VIEW,298
2234,30,12,29/09/2024,HOMEPAGE,VIEW,287
2191,30,12,09/02/2025,HOMEPAGE,VIEW,193
2192,30,12,09/02/2025,PRODUCTPAGE,DROP-OFF,NULL
2227,30,14,22/04/2024,CHECKOUT,DROP-OFF,NULL
2225,30,14,22/04/2024,HOMEPAGE,VIEW,15
2226,30,14,22/04/2024,PRODUCTPAGE,VIEW,61
2190,30,14,28/09/2025,CHECKOUT,PURCHASE,73
2188,30,14,28/09/2025,HOMEPAGE,VIEW,285
2189,30,14,28/09/2025,PRODUCTPAGE,VIEW,285
2184,30,15,13/07/2024,HOMEPAGE,VIEW,174
2185,30,15,13/07/2024,PRODUCTPAGE,DROP-OFF,NULL
2240,30,15,09/11/2024,HOMEPAGE,VIEW,299
2204,30,18,01/06/2024,HOMEPAGE,VIEW,296
2175,30,18,14/07/2025,HOMEPAGE,VIEW,10
2201,30,19,26/12/2023,HOMEPAGE,VIEW,75
2200,30,19,21/10/2025,HOMEPAGE,VIEW,97
2178,30,20,15/08/2024,CHECKOUT,DROP-OFF,NULL
2176,30,20,15/08/2024,HOMEPAGE,VIEW,95
2177,30,20,15/08/2024,PRODUCTPAGE,VIEW,138
2243,30,20,05/09/2024,CHECKOUT,DROP-OFF,NULL
2241,30,20,05/09/2024,HOMEPAGE,VIEW,178
2242,30,20,05/09/2024,PRODUCTPAGE,CLICK,31
2298,31,1,06/02/2025,CHECKOUT,DROP-OFF,NULL
2296,31,1,06/02/2025,HOMEPAGE,VIEW,75
2297,31,1,06/02/2025,PRODUCTPAGE,VIEW,191
2289,31,1,24/08/2025,HOMEPAGE,VIEW,272
2308,31,3,18/12/2023,CHECKOUT,DROP-OFF,NULL
2306,31,3,18/12/2023,HOMEPAGE,VIEW,293
2307,31,3,18/12/2023,PRODUCTPAGE,VIEW,23
2283,31,3,20/07/2024,CHECKOUT,DROP-OFF,NULL
2281,31,3,20/07/2024,HOMEPAGE,VIEW,60
2282,31,3,20/07/2024,PRODUCTPAGE,VIEW,112
2305,31,3,30/12/2025,CHECKOUT,DROP-OFF,NULL
2303,31,3,30/12/2025,HOMEPAGE,VIEW,106
2304,31,3,30/12/2025,PRODUCTPAGE,VIEW,241
2256,31,4,12/02/2023,CHECKOUT,DROP-OFF,NULL
2254,31,4,12/02/2023,HOMEPAGE,VIEW,80
2255,31,4,12/02/2023,PRODUCTPAGE,VIEW,117
2275,31,5,22/06/2023,HOMEPAGE,VIEW,237
2290,31,5,25/03/2025,HOMEPAGE,VIEW,126
2253,31,6,06/02/2024,HOMEPAGE,VIEW,100
2268,31,7,16/06/2023,CHECKOUT,DROP-OFF,NULL
2266,31,7,16/06/2023,HOMEPAGE,VIEW,43
2267,31,7,16/06/2023,PRODUCTPAGE,VIEW,270
2291,31,7,29/08/2025,HOMEPAGE,VIEW,274
2276,31,8,26/03/2023,HOMEPAGE,VIEW,272
2262,31,8,05/04/2023,HOMEPAGE,VIEW,106
2265,31,10,01/11/2023,CHECKOUT,DROP-OFF,NULL
2263,31,10,01/11/2023,HOMEPAGE,VIEW,136
2264,31,10,01/11/2023,PRODUCTPAGE,CLICK,270
2284,31,11,27/05/2024,HOMEPAGE,VIEW,150
2285,31,11,27/05/2024,PRODUCTPAGE,DROP-OFF,NULL
2302,31,11,11/03/2025,HOMEPAGE,VIEW,114
2280,31,12,18/06/2023,HOMEPAGE,VIEW,266
2261,31,12,13/10/2024,HOMEPAGE,VIEW,229
2257,31,12,01/02/2025,HOMEPAGE,VIEW,97
2311,31,13,04/08/2024,CHECKOUT,DROP-OFF,NULL
2309,31,13,04/08/2024,HOMEPAGE,VIEW,129
2310,31,13,04/08/2024,PRODUCTPAGE,VIEW,39
2295,31,14,05/03/2024,HOMEPAGE,VIEW,240
2301,31,14,06/04/2025,CHECKOUT,DROP-OFF,NULL
2299,31,14,06/04/2025,HOMEPAGE,VIEW,285
2300,31,14,06/04/2025,PRODUCTPAGE,VIEW,26
2279,31,14,12/07/2025,CHECKOUT,PURCHASE,48
2277,31,14,12/07/2025,HOMEPAGE,VIEW,231
2278,31,14,12/07/2025,PRODUCTPAGE,VIEW,205
2269,31,15,02/01/2024,HOMEPAGE,VIEW,201
2274,31,15,25/04/2024,CHECKOUT,DROP-OFF,NULL
2272,31,15,25/04/2024,HOMEPAGE,VIEW,121
2273,31,15,25/04/2024,PRODUCTPAGE,VIEW,201
2270,31,16,10/10/2025,HOMEPAGE,VIEW,147
2288,31,18,18/06/2024,CHECKOUT,DROP-OFF,NULL
2286,31,18,18/06/2024,HOMEPAGE,VIEW,163
2287,31,18,18/06/2024,PRODUCTPAGE,VIEW,216
2294,31,18,17/08/2025,CHECKOUT,DROP-OFF,NULL
2292,31,18,17/08/2025,HOMEPAGE,VIEW,246
2293,31,18,17/08/2025,PRODUCTPAGE,VIEW,106
2271,31,19,16/03/2023,HOMEPAGE,VIEW,122
2260,31,20,07/06/2025,CHECKOUT,DROP-OFF,NULL
2258,31,20,07/06/2025,HOMEPAGE,VIEW,43
2259,31,20,07/06/2025,PRODUCTPAGE,VIEW,108
2349,32,2,06/12/2025,CHECKOUT,PURCHASE,137
2347,32,2,06/12/2025,HOMEPAGE,VIEW,62
2348,32,2,06/12/2025,PRODUCTPAGE,VIEW,12
2341,32,3,11/05/2024,CHECKOUT,DROP-OFF,NULL
2339,32,3,11/05/2024,HOMEPAGE,VIEW,234
2340,32,3,11/05/2024,PRODUCTPAGE,CLICK,97
2364,32,4,18/12/2023,HOMEPAGE,VIEW,58
2342,32,4,29/12/2023,HOMEPAGE,VIEW,73
2315,32,5,06/05/2025,CHECKOUT,DROP-OFF,NULL
2313,32,5,06/05/2025,HOMEPAGE,VIEW,45
2314,32,5,06/05/2025,PRODUCTPAGE,VIEW,115
2346,32,5,21/06/2025,CHECKOUT,DROP-OFF,NULL
2344,32,5,21/06/2025,HOMEPAGE,VIEW,101
2345,32,5,21/06/2025,PRODUCTPAGE,CLICK,282
2328,32,6,15/07/2023,CHECKOUT,DROP-OFF,NULL
2326,32,6,15/07/2023,HOMEPAGE,VIEW,32
2327,32,6,15/07/2023,PRODUCTPAGE,VIEW,285
2331,32,7,07/10/2025,CHECKOUT,DROP-OFF,NULL
2329,32,7,07/10/2025,HOMEPAGE,VIEW,293
2330,32,7,07/10/2025,PRODUCTPAGE,VIEW,63
2354,32,11,29/01/2024,CHECKOUT,DROP-OFF,NULL
2352,32,11,29/01/2024,HOMEPAGE,VIEW,42
2353,32,11,29/01/2024,PRODUCTPAGE,VIEW,95
2312,32,11,21/04/2025,HOMEPAGE,VIEW,90
2368,32,11,14/09/2025,CHECKOUT,DROP-OFF,NULL
2366,32,11,14/09/2025,HOMEPAGE,VIEW,181
2367,32,11,14/09/2025,PRODUCTPAGE,VIEW,271
2350,32,12,03/05/2024,HOMEPAGE,VIEW,56
2351,32,12,03/05/2024,PRODUCTPAGE,DROP-OFF,NULL
2325,32,12,01/09/2024,CHECKOUT,DROP-OFF,NULL
2323,32,12,01/09/2024,HOMEPAGE,VIEW,99
2324,32,12,01/09/2024,PRODUCTPAGE,CLICK,231
2338,32,13,19/03/2023,CHECKOUT,DROP-OFF,NULL
2336,32,13,19/03/2023,HOMEPAGE,VIEW,138
2337,32,13,19/03/2023,PRODUCTPAGE,VIEW,247
2365,32,13,30/09/2023,HOMEPAGE,VIEW,99
2343,32,13,11/12/2023,HOMEPAGE,VIEW,15
2363,32,13,11/03/2024,CHECKOUT,PURCHASE,265
2361,32,13,11/03/2024,HOMEPAGE,VIEW,122
2362,32,13,11/03/2024,PRODUCTPAGE,VIEW,198
2360,32,14,05/09/2023,CHECKOUT,DROP-OFF,NULL
2358,32,14,05/09/2023,HOMEPAGE,VIEW,119
2359,32,14,05/09/2023,PRODUCTPAGE,VIEW,215
2334,32,14,12/07/2025,CHECKOUT,DROP-OFF,NULL
2332,32,14,12/07/2025,HOMEPAGE,VIEW,139
2333,32,14,12/07/2025,PRODUCTPAGE,VIEW,47
2357,32,14,15/11/2025,CHECKOUT,DROP-OFF,NULL
2355,32,14,15/11/2025,HOMEPAGE,VIEW,177
2356,32,14,15/11/2025,PRODUCTPAGE,VIEW,116
2335,32,15,19/02/2025,HOMEPAGE,VIEW,214
2316,32,16,22/11/2023,HOMEPAGE,VIEW,168
2369,32,17,28/01/2023,HOMEPAGE,VIEW,20
2322,32,17,04/11/2024,CHECKOUT,DROP-OFF,NULL
2320,32,17,04/11/2024,HOMEPAGE,VIEW,261
2321,32,17,04/11/2024,PRODUCTPAGE,VIEW,56
2319,32,17,28/07/2025,CHECKOUT,DROP-OFF,NULL
2317,32,17,28/07/2025,HOMEPAGE,VIEW,113
2318,32,17,28/07/2025,PRODUCTPAGE,VIEW,214
2392,33,1,20/02/2025,HOMEPAGE,VIEW,52
2383,33,7,15/09/2023,HOMEPAGE,VIEW,98
2399,33,7,13/11/2023,CHECKOUT,DROP-OFF,NULL
2397,33,7,13/11/2023,HOMEPAGE,VIEW,12
2398,33,7,13/11/2023,PRODUCTPAGE,VIEW,201
2386,33,7,28/04/2024,CHECKOUT,DROP-OFF,NULL
2384,33,7,28/04/2024,HOMEPAGE,VIEW,50
2385,33,7,28/04/2024,PRODUCTPAGE,VIEW,111
2388,33,7,10/07/2024,HOMEPAGE,VIEW,50
2406,33,8,11/05/2024,HOMEPAGE,VIEW,27
2382,33,8,20/02/2025,CHECKOUT,PURCHASE,82
2380,33,8,20/02/2025,HOMEPAGE,VIEW,174
2381,33,8,20/02/2025,PRODUCTPAGE,VIEW,261
2376,33,8,27/06/2025,CHECKOUT,DROP-OFF,NULL
2374,33,8,27/06/2025,HOMEPAGE,VIEW,178
2375,33,8,27/06/2025,PRODUCTPAGE,VIEW,30
2379,33,10,18/02/2023,CHECKOUT,DROP-OFF,NULL
2377,33,10,18/02/2023,HOMEPAGE,VIEW,179
2378,33,10,18/02/2023,PRODUCTPAGE,VIEW,137
2395,33,10,09/11/2023,CHECKOUT,DROP-OFF,NULL
2393,33,10,09/11/2023,HOMEPAGE,VIEW,99
2394,33,10,09/11/2023,PRODUCTPAGE,VIEW,155
2370,33,10,29/04/2024,HOMEPAGE,VIEW,229
2409,33,12,27/02/2023,CHECKOUT,DROP-OFF,NULL
2407,33,12,27/02/2023,HOMEPAGE,VIEW,85
2408,33,12,27/02/2023,PRODUCTPAGE,CLICK,85
2405,33,12,29/04/2023,HOMEPAGE,VIEW,207
2391,33,12,26/03/2025,CHECKOUT,DROP-OFF,NULL
2389,33,12,26/03/2025,HOMEPAGE,VIEW,95
2390,33,12,26/03/2025,PRODUCTPAGE,VIEW,231
2404,33,12,09/11/2025,HOMEPAGE,VIEW,260
2403,33,13,29/11/2023,HOMEPAGE,VIEW,233
2402,33,13,03/02/2025,CHECKOUT,DROP-OFF,NULL
2400,33,13,03/02/2025,HOMEPAGE,VIEW,260
2401,33,13,03/02/2025,PRODUCTPAGE,VIEW,29
2411,33,13,25/03/2025,HOMEPAGE,VIEW,51
2396,33,16,28/05/2023,HOMEPAGE,VIEW,79
2410,33,19,27/11/2023,HOMEPAGE,VIEW,69
2373,33,20,12/06/2023,CHECKOUT,DROP-OFF,NULL
2371,33,20,12/06/2023,HOMEPAGE,VIEW,80
2372,33,20,12/06/2023,PRODUCTPAGE,VIEW,202
2387,33,20,24/05/2024,HOMEPAGE,VIEW,156
2418,34,1,11/12/2023,CHECKOUT,DROP-OFF,NULL
2416,34,1,11/12/2023,HOMEPAGE,VIEW,10
2417,34,1,11/12/2023,PRODUCTPAGE,VIEW,223
2453,34,3,05/08/2023,CHECKOUT,DROP-OFF,NULL
2451,34,3,05/08/2023,HOMEPAGE,VIEW,24
2452,34,3,05/08/2023,PRODUCTPAGE,CLICK,153
2462,34,4,23/01/2025,HOMEPAGE,VIEW,170
2445,34,4,27/02/2025,HOMEPAGE,VIEW,109
2449,34,6,02/07/2025,HOMEPAGE,VIEW,256
2450,34,8,13/05/2024,HOMEPAGE,VIEW,97
2415,34,9,05/03/2024,HOMEPAGE,VIEW,213
2438,34,9,24/05/2024,HOMEPAGE,VIEW,241
2441,34,11,04/02/2023,HOMEPAGE,VIEW,194
2436,34,11,25/07/2023,HOMEPAGE,VIEW,243
2434,34,11,05/05/2024,HOMEPAGE,VIEW,214
2435,34,11,05/05/2024,PRODUCTPAGE,DROP-OFF,NULL
2444,34,11,28/06/2025,CHECKOUT,DROP-OFF,NULL
2442,34,11,28/06/2025,HOMEPAGE,VIEW,258
2443,34,11,28/06/2025,PRODUCTPAGE,VIEW,188
2437,34,13,12/10/2023,HOMEPAGE,VIEW,72
2414,34,14,02/07/2023,HOMEPAGE,VIEW,186
2412,34,14,06/12/2023,HOMEPAGE,VIEW,139
2421,34,14,16/12/2023,CHECKOUT,DROP-OFF,NULL
2419,34,14,16/12/2023,HOMEPAGE,VIEW,201
2420,34,14,16/12/2023,PRODUCTPAGE,VIEW,103
2461,34,14,22/04/2024,CHECKOUT,DROP-OFF,NULL
2459,34,14,22/04/2024,HOMEPAGE,VIEW,142
2460,34,14,22/04/2024,PRODUCTPAGE,VIEW,184
2427,34,15,12/08/2023,CHECKOUT,PURCHASE,254
2425,34,15,12/08/2023,HOMEPAGE,VIEW,95
2426,34,15,12/08/2023,PRODUCTPAGE,VIEW,151
2424,34,15,11/03/2024,CHECKOUT,DROP-OFF,NULL
2422,34,15,11/03/2024,HOMEPAGE,VIEW,112
2423,34,15,11/03/2024,PRODUCTPAGE,CLICK,108
2455,34,16,05/07/2023,HOMEPAGE,VIEW,180
2430,34,16,26/07/2023,CHECKOUT,PURCHASE,202
2428,34,16,26/07/2023,HOMEPAGE,VIEW,41
2429,34,16,26/07/2023,PRODUCTPAGE,VIEW,31
2454,34,16,10/09/2023,HOMEPAGE,VIEW,79
2439,34,16,20/11/2025,HOMEPAGE,VIEW,106
2440,34,16,20/11/2025,PRODUCTPAGE,DROP-OFF,NULL
2448,34,17,30/10/2025,CHECKOUT,DROP-OFF,NULL
2446,34,17,30/10/2025,HOMEPAGE,VIEW,75
2447,34,17,30/10/2025,PRODUCTPAGE,VIEW,290
2413,34,17,27/12/2025,HOMEPAGE,VIEW,205
2458,34,19,13/05/2023,CHECKOUT,DROP-OFF,NULL
2456,34,19,13/05/2023,HOMEPAGE,VIEW,185
2457,34,19,13/05/2023,PRODUCTPAGE,VIEW,205
2433,34,20,01/12/2025,CHECKOUT,DROP-OFF,NULL
2431,34,20,01/12/2025,HOMEPAGE,VIEW,258
2432,34,20,01/12/2025,PRODUCTPAGE,VIEW,182
2463,35,1,28/09/2024,HOMEPAGE,VIEW,284
2464,35,1,28/09/2024,PRODUCTPAGE,DROP-OFF,NULL
2552,35,1,20/05/2025,HOMEPAGE,VIEW,283
2478,35,2,02/01/2024,CHECKOUT,DROP-OFF,NULL
2476,35,2,02/01/2024,HOMEPAGE,VIEW,210
2477,35,2,02/01/2024,PRODUCTPAGE,CLICK,91
2509,35,3,09/06/2024,HOMEPAGE,VIEW,53
2508,35,4,22/03/2023,HOMEPAGE,VIEW,115
2517,35,4,02/04/2023,CHECKOUT,DROP-OFF,NULL
2515,35,4,02/04/2023,HOMEPAGE,VIEW,28
2516,35,4,02/04/2023,PRODUCTPAGE,CLICK,120
2488,35,4,30/10/2023,HOMEPAGE,VIEW,228
2540,35,5,16/09/2023,HOMEPAGE,VIEW,203
2550,35,5,09/09/2025,HOMEPAGE,VIEW,273
2490,35,6,18/04/2023,HOMEPAGE,VIEW,273
2489,35,6,26/04/2023,HOMEPAGE,VIEW,192
2538,35,6,13/10/2024,CHECKOUT,DROP-OFF,NULL
2536,35,6,13/10/2024,HOMEPAGE,VIEW,102
2537,35,6,13/10/2024,PRODUCTPAGE,VIEW,282
2557,35,6,03/02/2025,HOMEPAGE,VIEW,183
2494,35,6,07/02/2025,HOMEPAGE,VIEW,55
2556,35,6,08/12/2025,CHECKOUT,DROP-OFF,NULL
2554,35,6,08/12/2025,HOMEPAGE,VIEW,99
2555,35,6,08/12/2025,PRODUCTPAGE,VIEW,36
2475,35,7,10/10/2025,CHECKOUT,DROP-OFF,NULL
2473,35,7,10/10/2025,HOMEPAGE,VIEW,202
2474,35,7,10/10/2025,PRODUCTPAGE,VIEW,117
2560,35,8,30/08/2023,CHECKOUT,DROP-OFF,NULL
2558,35,8,30/08/2023,HOMEPAGE,VIEW,163
2559,35,8,30/08/2023,PRODUCTPAGE,VIEW,211
2534,35,8,14/02/2025,CHECKOUT,PURCHASE,154
2532,35,8,14/02/2025,HOMEPAGE,VIEW,73
2533,35,8,14/02/2025,PRODUCTPAGE,CLICK,260
2544,35,8,06/05/2025,CHECKOUT,DROP-OFF,NULL
2542,35,8,06/05/2025,HOMEPAGE,VIEW,244
2543,35,8,06/05/2025,PRODUCTPAGE,VIEW,267
2553,35,8,17/12/2025,HOMEPAGE,VIEW,31
2531,35,9,21/01/2023,HOMEPAGE,VIEW,203
2541,35,9,19/04/2023,HOMEPAGE,VIEW,199
2524,35,9,30/01/2024,HOMEPAGE,VIEW,200
2483,35,10,04/02/2024,CHECKOUT,DROP-OFF,NULL
2481,35,10,04/02/2024,HOMEPAGE,VIEW,290
2482,35,10,04/02/2024,PRODUCTPAGE,VIEW,37
2484,35,10,26/07/2025,HOMEPAGE,VIEW,93
2549,35,10,06/10/2025,HOMEPAGE,VIEW,227
2513,35,10,29/12/2025,HOMEPAGE,VIEW,81
2465,35,11,17/01/2025,HOMEPAGE,VIEW,74
2514,35,11,06/12/2025,HOMEPAGE,VIEW,285
2523,35,13,01/12/2023,CHECKOUT,DROP-OFF,NULL
2521,35,13,01/12/2023,HOMEPAGE,VIEW,243
2522,35,13,01/12/2023,PRODUCTPAGE,VIEW,83
2497,35,13,17/07/2024,CHECKOUT,DROP-OFF,NULL
